label,right_0_x,right_0_y,right_0_z,right_1_x,right_1_y,right_1_z,right_2_x,right_2_y,right_2_z,right_3_x,right_3_y,right_3_z,right_4_x,right_4_y,right_4_z,right_5_x,right_5_y,right_5_z,right_6_x,right_6_y,right_6_z,right_7_x,right_7_y,right_7_z,right_8_x,right_8_y,right_8_z,right_9_x,right_9_y,right_9_z,right_10_x,right_10_y,right_10_z,right_11_x,right_11_y,right_11_z,right_12_x,right_12_y,right_12_z,right_13_x,right_13_y,right_13_z,right_14_x,right_14_y,right_14_z,right_15_x,right_15_y,right_15_z,right_16_x,right_16_y,right_16_z,right_17_x,right_17_y,right_17_z,right_18_x,right_18_y,right_18_z,right_19_x,right_19_y,right_19_z,right_20_x,right_20_y,right_20_z,left_0_x,left_0_y,left_0_z,left_1_x,left_1_y,left_1_z,left_2_x,left_2_y,left_2_z,left_3_x,left_3_y,left_3_z,left_4_x,left_4_y,left_4_z,left_5_x,left_5_y,left_5_z,left_6_x,left_6_y,left_6_z,left_7_x,left_7_y,left_7_z,left_8_x,left_8_y,left_8_z,left_9_x,left_9_y,left_9_z,left_10_x,left_10_y,left_10_z,left_11_x,left_11_y,left_11_z,left_12_x,left_12_y,left_12_z,left_13_x,left_13_y,left_13_z,left_14_x,left_14_y,left_14_z,left_15_x,left_15_y,left_15_z,left_16_x,left_16_y,left_16_z,left_17_x,left_17_y,left_17_z,left_18_x,left_18_y,left_18_z,left_19_x,left_19_y,left_19_z,left_20_x,left_20_y,left_20_z
a,0.0,0.0,0.0,0.06761229038238525,-0.02634119987487793,-0.019250093056086826,0.11467611789703369,-0.10025429725646973,-0.02182542721760683,0.12153652310371399,-0.17814186215400696,-0.024331633029703426,0.12321189045906067,-0.24069541692733765,-0.024684069706324863,0.07727369666099548,-0.1693633794784546,-0.002257224666152524,0.08768361806869507,-0.21755144000053406,-0.02833724956047945,0.07846337556838989,-0.16272658109664917,-0.042178677423123645,0.07020974159240723,-0.11077088117599487,-0.04500958512556963,0.03809848427772522,-0.17317599058151245,-0.00023250610587410847,0.05088174343109131,-0.2253759801387787,-0.028886085404280948,0.046110451221466064,-0.15701952576637268,-0.0364950131906312,0.04185618460178375,-0.10067689418792725,-0.03294738198650293,-0.0016921162605285645,-0.16899123787879944,-0.0029830797856789104,0.011173799633979797,-0.2218938171863556,-0.03453406135571413,0.013952299952507019,-0.14698469638824463,-0.030169993667129802,0.014079734683036804,-0.09098672866821289,-0.01690391267669611,-0.0445137619972229,-0.15556949377059937,-0.0068412837853770725,-0.025589413940906525,-0.1972450613975525,-0.030977655230287837,-0.015165776014328003,-0.14276033639907837,-0.027004046393756198,-0.011539697647094727,-0.09909409284591675,-0.016349587617639827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a,0.0,0.0,0.0,0.06123112142086029,-0.02739045023918152,-0.023794986458256062,0.10726042091846466,-0.1049545407295227,-0.030150342883302983,0.11363561451435089,-0.18242508172988892,-0.03467039592726451,0.11533339321613312,-0.24619516730308533,-0.03673150964243632,0.06837546825408936,-0.18379437923431396,-0.011809014865889367,0.07864506542682648,-0.21140867471694946,-0.04026834868056994,0.0727241039276123,-0.15154951810836792,-0.05516092680556994,0.06668886542320251,-0.10024052858352661,-0.05872446499927264,0.026510968804359436,-0.187903493642807,-0.008207224460079487,0.04224357008934021,-0.21685254573822021,-0.03832420908076983,0.039728760719299316,-0.1414785385131836,-0.04491828955872279,0.036571040749549866,-0.08559465408325195,-0.04087097771628123,-0.014805853366851807,-0.18087419867515564,-0.009384526090457257,0.0005844533443450928,-0.2100439965724945,-0.04210775919420939,0.006791949272155762,-0.13328421115875244,-0.03672569818957072,0.008863702416419983,-0.08051267266273499,-0.023196853847935017,-0.05752865970134735,-0.16324037313461304,-0.011933411622180756,-0.036792293190956116,-0.18622350692749023,-0.03674038328392726,-0.02386331558227539,-0.12876367568969727,-0.03219879992468577,-0.01873183250427246,-0.0894457995891571,-0.021058427320554074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a,0.0,0.0,0.0,0.048298537731170654,0.002529144287109375,-0.03147626681101201,0.09203727543354034,-0.06321588158607483,-0.04032461730611203,0.09947971999645233,-0.1467742919921875,-0.04647676659595845,0.09148509800434113,-0.20246729254722595,-0.050676677504895906,0.0813790112733841,-0.13092321157455444,-0.010255957151173334,0.07612960040569305,-0.17643219232559204,-0.04522231234085439,0.05646233260631561,-0.14903771877288818,-0.06547591103088735,0.04502949118614197,-0.10687649250030518,-0.07174485934746144,0.04658682644367218,-0.14273601770401,-0.0024868714514809653,0.03840963542461395,-0.18428435921669006,-0.0428891444004762,0.022921979427337646,-0.12265387177467346,-0.055173348764299135,0.01805071532726288,-0.07220429182052612,-0.05154411135089276,0.016512826085090637,-0.1448085904121399,-0.0010084650836574838,0.004192337393760681,-0.18144643306732178,-0.04351632309925435,-0.0029263198375701904,-0.11462309956550598,-0.04231693981063245,-0.0022110790014266968,-0.06559616327285767,-0.028222808743237238,-0.014665119349956512,-0.14038929343223572,-0.0013538885520461008,-0.02237214893102646,-0.16789355874061584,-0.033436451236127596,-0.02438300848007202,-0.11613139510154724,-0.03391082597744344,-0.019169926643371582,-0.07822242379188538,-0.024375982711433153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a,0.0,0.0,0.0,0.0578959584236145,-0.01368802785873413,-0.01574220145636218,0.10142682492733002,-0.07533365488052368,-0.017542965808445388,0.1137797087430954,-0.13953310251235962,-0.020078810030156546,0.12298049032688141,-0.19205698370933533,-0.02042103382342475,0.06993983685970306,-0.13789668679237366,0.001304978639325327,0.09307070076465607,-0.17016196250915527,-0.02093581492596286,0.08640708029270172,-0.12462016940116882,-0.03168585533791202,0.07533694803714752,-0.08243191242218018,-0.03308371836834567,0.04194436967372894,-0.14567255973815918,0.0022203846783099834,0.07176610827445984,-0.18159502744674683,-0.02436228106313365,0.061364904046058655,-0.12088385224342346,-0.030978532606297904,0.04818426072597504,-0.07290726900100708,-0.026871839636498862,0.011477738618850708,-0.15025651454925537,-0.0013655207404212888,0.04275435209274292,-0.18312764167785645,-0.03188806037002223,0.035224318504333496,-0.1168907880783081,-0.029503833600813323,0.02407260239124298,-0.06913566589355469,-0.017518468299442702,-0.024292074143886566,-0.1493648886680603,-0.0056930027022303875,0.01246403157711029,-0.17042168974876404,-0.028156967931920462,0.01428648829460144,-0.12123006582260132,-0.02565079937272685,0.007546946406364441,-0.08377870917320251,-0.016756413602763587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a,0.0,0.0,0.0,0.05013863742351532,-0.035243868827819824,-0.002328951193391049,0.07208845019340515,-0.0987500548362732,-0.0005817415564308703,0.07970409095287323,-0.15234684944152832,-0.003974735552816355,0.08389900624752045,-0.2000741958618164,-0.005330367761104071,0.036327019333839417,-0.16038793325424194,0.022740061113239562,0.062461867928504944,-0.18710559606552124,0.00178786187674973,0.06669820845127106,-0.1390518844127655,-0.01162347505092498,0.062403857707977295,-0.09494304656982422,-0.015043607263265812,0.015535637736320496,-0.16439831256866455,0.016099310198427474,0.05468900501728058,-0.1878930926322937,-0.008012387251852715,0.05278308689594269,-0.12535426020622253,-0.015604240170119965,0.042537540197372437,-0.07671213150024414,-0.012316066122053826,-0.008341953158378601,-0.16476580500602722,0.004733135176451242,0.03689961135387421,-0.1820354461669922,-0.02398525485992309,0.033124640583992004,-0.11681747436523438,-0.02366353133916732,0.02175019681453705,-0.06918221712112427,-0.012866481488941872,-0.035945624113082886,-0.15766215324401855,-0.006738714224098885,0.01058836281299591,-0.17093390226364136,-0.026623609757422173,0.018118754029273987,-0.12447327375411987,-0.02417588914036628,0.013528376817703247,-0.08644232153892517,-0.015293890891967976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a,0.0,0.0,0.0,0.05799815058708191,-0.010142743587493896,-0.018957307688680203,0.10647034645080566,-0.06706652045249939,-0.022131135813680203,0.11897310614585876,-0.13369697332382202,-0.024975603572812588,0.12455157935619354,-0.18984121084213257,-0.025946380696979077,0.0774654895067215,-0.13346797227859497,-0.0038408712817101787,0.0944579541683197,-0.17284169793128967,-0.02790976328381589,0.08492709696292877,-0.12680983543395996,-0.04094786582120946,0.0741872787475586,-0.08172780275344849,-0.04364257318505338,0.044454559683799744,-0.1427285075187683,-0.0015514093784361194,0.06428714096546173,-0.1826971173286438,-0.027383476622190983,0.055286139249801636,-0.12438696622848511,-0.03445873422154477,0.04666382074356079,-0.07585364580154419,-0.031431023157921345,0.010001793503761292,-0.14449194073677063,-0.0037570247759788344,0.03108026087284088,-0.18429484963417053,-0.03262653214463285,0.02644827961921692,-0.11989066004753113,-0.029088031627026112,0.020478874444961548,-0.07154327630996704,-0.01725920861193231,-0.02790321409702301,-0.13910314440727234,-0.00705798308902672,-0.002303183078765869,-0.17058366537094116,-0.028558937959161312,0.00041528046131134033,-0.12284544110298157,-0.024575254075017483,-0.0026955455541610718,-0.08397769927978516,-0.014737920030739815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a,0.0,0.0,0.0,0.0610470250248909,0.0008192658424377441,-0.018461023466812776,0.11545873433351517,-0.04578375816345215,-0.02066036035321872,0.13535725325345993,-0.1180914044380188,-0.022714939909207033,0.14192483574151993,-0.17346087098121643,-0.023218062715756105,0.09760836511850357,-0.1150413453578949,0.0022137311658241288,0.10552392154932022,-0.16194480657577515,-0.023214112045394586,0.0836695060133934,-0.12313443422317505,-0.03895368707381408,0.06881498545408249,-0.08094817399978638,-0.04362167325817268,0.06438962370157242,-0.12849929928779602,0.005165781350655152,0.07097478955984116,-0.17511457204818726,-0.024588738577591585,0.05137214809656143,-0.11990112066268921,-0.03467674088679473,0.040670864284038544,-0.07078611850738525,-0.03229749110542457,0.03317556530237198,-0.1337132751941681,0.003402677588013603,0.03674045950174332,-0.17921030521392822,-0.027468672963010476,0.022852756083011627,-0.11838841438293457,-0.024996628062950776,0.017184294760227203,-0.07098311185836792,-0.013085863562452005,-8.60169529914856e-05,-0.13197794556617737,0.0005143976792112426,0.005688704550266266,-0.16865983605384827,-0.021955779763089822,-0.0016636773943901062,-0.1213374137878418,-0.01906019729577224,-0.0033133476972579956,-0.08181166648864746,-0.009434017362224267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a,0.0,0.0,0.0,0.056857094168663025,-0.01633906364440918,-0.02162545514315184,0.09867149591445923,-0.08622688055038452,-0.02542491224616583,0.1022263914346695,-0.1604176163673401,-0.027988290088472922,0.09760397672653198,-0.21678972244262695,-0.028460869239864905,0.06606094539165497,-0.1540427803993225,-0.006203999417124351,0.06651371717453003,-0.19261759519577026,-0.034095095144806464,0.05627010762691498,-0.13962039351463318,-0.049227377074060996,0.05206531286239624,-0.09306749701499939,-0.05285055344015177,0.030126899480819702,-0.1544356346130371,-0.0022728465499710637,0.03022916615009308,-0.19452890753746033,-0.03383493949681338,0.02657407522201538,-0.12869563698768616,-0.04155599852114733,0.02802102267742157,-0.07794654369354248,-0.037120883958635886,-0.0034160614013671875,-0.147242933511734,-0.003214776655880769,-0.005455076694488525,-0.18600192666053772,-0.036353686498699744,-0.0008561462163925171,-0.1170710027217865,-0.03241857667475756,0.005339145660400391,-0.06902772188186646,-0.018978718342481216,-0.037465207278728485,-0.1332574188709259,-0.005323872110096772,-0.0357382670044899,-0.16391873359680176,-0.02946975794642981,-0.027137957513332367,-0.11382237076759338,-0.026662895130215247,-0.018439874053001404,-0.07770147919654846,-0.016692936094699462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a,0.0,0.0,0.0,0.05774129927158356,0.016119658946990967,-0.014921222100895193,0.11391653120517731,-0.02053314447402954,-0.014102732981484678,0.14083682000637054,-0.08881515264511108,-0.013516144114475992,0.14703668653964996,-0.13816234469413757,-0.011886089327674654,0.10067479312419891,-0.08533674478530884,0.006949260146427605,0.11429937183856964,-0.1308818757534027,-0.014651266145449426,0.0909523218870163,-0.10318359732627869,-0.027933959136646536,0.07358002662658691,-0.06797647476196289,-0.031960515524190214,0.07071712613105774,-0.1040365993976593,0.009260089849192354,0.08365222811698914,-0.15060311555862427,-0.01861031747881725,0.059329479932785034,-0.10249736905097961,-0.028647875632088926,0.04363059997558594,-0.05832803249359131,-0.02648884266142204,0.042279019951820374,-0.11462575197219849,0.007341529023904059,0.05149579048156738,-0.158013254404068,-0.023232391322892454,0.03201262652873993,-0.10160142183303833,-0.022312483037751463,0.021297603845596313,-0.05760979652404785,-0.011486624586325433,0.010859593749046326,-0.12037184834480286,0.0048070021579746935,0.018677860498428345,-0.1515006721019745,-0.017751265535991934,0.007742077112197876,-0.1079770028591156,-0.016790075446408537,0.003605291247367859,-0.07214915752410889,-0.009022081489604261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a,0.0,0.0,0.0,0.057944685220718384,-0.009539127349853516,-0.017387472085232503,0.10546699166297913,-0.06609883904457092,-0.018433993674392468,0.11753350496292114,-0.14288461208343506,-0.019493110470051533,0.11749503016471863,-0.19762274622917175,-0.01897359079825378,0.0810372531414032,-0.1281530261039734,0.002656314529900783,0.08483743667602539,-0.17717653512954712,-0.021986288941974408,0.06799200177192688,-0.1365472674369812,-0.03607249259161449,0.058858826756477356,-0.09509310126304626,-0.03978650271105266,0.04765781760215759,-0.1337340772151947,0.005161115441893571,0.04967750608921051,-0.18303698301315308,-0.024528093628163106,0.03756086528301239,-0.1246834397315979,-0.0338815078060577,0.033200472593307495,-0.07652664184570312,-0.03096365555333591,0.01660044491291046,-0.13246408104896545,0.003045771511693829,0.015335693955421448,-0.17790493369102478,-0.02867631427156425,0.009793207049369812,-0.11352714896202087,-0.026307335115546948,0.010197564959526062,-0.06645479798316956,-0.014215512193317181,-0.016681388020515442,-0.12535995244979858,2.5939036873978694e-05,-0.015425615012645721,-0.1609671413898468,-0.022286672137255437,-0.014667056500911713,-0.1150868833065033,-0.019913010291332967,-0.010070085525512695,-0.07866334915161133,-0.01091490778284765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
